1.5708,1.0000
1.5760,1.0000
1.5812,1.0000
1.5865,0.9999
1.5917,0.9999
1.5969,0.9998
1.6021,0.9998
1.6073,0.9997
1.6125,0.9996
1.6178,0.9994
1.6230,0.9993
1.6282,0.9992
1.6334,0.9990
1.6386,0.9988
1.6439,0.9987
1.6491,0.9985
1.6543,0.9983
1.6595,0.9980
1.6647,0.9978
1.6699,0.9975
1.6752,0.9973
1.6804,0.9970
1.6856,0.9967
1.6908,0.9964
1.6960,0.9961
1.7013,0.9958
1.7065,0.9954
1.7117,0.9950
1.7169,0.9947
1.7221,0.9943
1.7274,0.9939
1.7326,0.9935
1.7378,0.9930
1.7430,0.9926
1.7482,0.9922
1.7534,0.9917
1.7587,0.9912
1.7639,0.9907
1.7691,0.9902
1.7743,0.9897
1.7795,0.9891
1.7848,0.9886
1.7900,0.9880
1.7952,0.9875
1.8004,0.9869
1.8056,0.9863
1.8109,0.9857
1.8161,0.9850
1.8213,0.9844
1.8265,0.9837
1.8317,0.9831
1.8369,0.9824
1.8422,0.9817
1.8474,0.9810
1.8526,0.9803
1.8578,0.9795
1.8630,0.9788
1.8683,0.9780
1.8735,0.9773
1.8787,0.9765
1.8839,0.9757
1.8891,0.9749
1.8943,0.9741
1.8996,0.9732
1.9048,0.9724
1.9100,0.9715
1.9152,0.9706
1.9204,0.9697
1.9257,0.9688
1.9309,0.9679
1.9361,0.9670
1.9413,0.9661
1.9465,0.9651
1.9518,0.9642
1.9570,0.9632
1.9622,0.9622
1.9674,0.9612
1.9726,0.9602
1.9778,0.9591
1.9831,0.9581
1.9883,0.9571
1.9935,0.9560
1.9987,0.9549
2.0039,0.9538
2.0092,0.9527
2.0144,0.9516
2.0196,0.9505
2.0248,0.9493
2.0300,0.9482
2.0353,0.9470
2.0405,0.9459
2.0457,0.9447
2.0509,0.9435
2.0561,0.9423
2.0613,0.9410
2.0666,0.9398
2.0718,0.9386
2.0770,0.9373
2.0822,0.9360
2.0874,0.9347
2.0927,0.9334
2.0979,0.9321
2.1031,0.9308
2.1083,0.9295
2.1135,0.9282
2.1187,0.9268
2.1240,0.9254
2.1292,0.9241
2.1344,0.9227
2.1396,0.9213
2.1448,0.9199
2.1501,0.9184
2.1553,0.9170
2.1605,0.9156
2.1657,0.9141
2.1709,0.9126
2.1762,0.9111
2.1814,0.9097
2.1866,0.9082
2.1918,0.9066
2.1970,0.9051
2.2022,0.9036
2.2075,0.9020
2.2127,0.9005
2.2179,0.8989
2.2231,0.8973
2.2283,0.8957
2.2336,0.8941
2.2388,0.8925
2.2440,0.8909
2.2492,0.8893
2.2544,0.8876
2.2597,0.8860
2.2649,0.8843
2.2701,0.8826
2.2753,0.8810
2.2805,0.8793
2.2857,0.8776
2.2910,0.8758
2.2962,0.8741
2.3014,0.8724
2.3066,0.8706
2.3118,0.8689
2.3171,0.8671
2.3223,0.8653
2.3275,0.8636
2.3327,0.8618
2.3379,0.8600
2.3431,0.8581
2.3484,0.8563
2.3536,0.8545
2.3588,0.8526
2.3640,0.8508
2.3692,0.8489
2.3745,0.8470
2.3797,0.8452
2.3849,0.8433
2.3901,0.8414
2.3953,0.8394
2.4006,0.8375
2.4058,0.8356
2.4110,0.8337
2.4162,0.8317
2.4214,0.8298
2.4266,0.8278
2.4319,0.8258
2.4371,0.8238
2.4423,0.8218
2.4475,0.8198
2.4527,0.8178
2.4580,0.8158
2.4632,0.8138
2.4684,0.8117
2.4736,0.8097
2.4788,0.8076
2.4841,0.8056
2.4893,0.8035
2.4945,0.8014
2.4997,0.7994
2.5049,0.7973
2.5101,0.7952
2.5154,0.7930
2.5206,0.7909
2.5258,0.7888
2.5310,0.7867
2.5362,0.7845
2.5415,0.7824
2.5467,0.7802
2.5519,0.7781
2.5571,0.7759
2.5623,0.7737
2.5675,0.7715
2.5728,0.7693
2.5780,0.7671
2.5832,0.7649
2.5884,0.7627
2.5936,0.7605
2.5989,0.7582
2.6041,0.7560
2.6093,0.7538
2.6145,0.7515
2.6197,0.7492
2.6250,0.7470
2.6302,0.7447
2.6354,0.7424
2.6406,0.7401
2.6458,0.7379
2.6510,0.7356
2.6563,0.7332
2.6615,0.7309
2.6667,0.7286
2.6719,0.7263
2.6771,0.7240
2.6824,0.7216
2.6876,0.7193
2.6928,0.7169
2.6980,0.7146
2.7032,0.7122
2.7084,0.7099
2.7137,0.7075
2.7189,0.7051
2.7241,0.7027
2.7293,0.7003
2.7345,0.6980
2.7398,0.6956
2.7450,0.6931
2.7502,0.6907
2.7554,0.6883
2.7606,0.6859
2.7659,0.6835
2.7711,0.6811
2.7763,0.6786
2.7815,0.6762
2.7867,0.6737
2.7919,0.6713
2.7972,0.6688
2.8024,0.6664
2.8076,0.6639
2.8128,0.6614
2.8180,0.6590
2.8233,0.6565
2.8285,0.6540
2.8337,0.6515
2.8389,0.6490
2.8441,0.6465
2.8494,0.6440
2.8546,0.6415
2.8598,0.6390
2.8650,0.6365
2.8702,0.6340
2.8754,0.6315
2.8807,0.6290
2.8859,0.6265
2.8911,0.6239
2.8963,0.6214
2.9015,0.6189
2.9068,0.6163
2.9120,0.6138
2.9172,0.6113
2.9224,0.6087
2.9276,0.6062
2.9328,0.6036
2.9381,0.6011
2.9433,0.5985
2.9485,0.5959
2.9537,0.5934
2.9589,0.5908
2.9642,0.5883
2.9694,0.5857
2.9746,0.5831
2.9798,0.5805
2.9850,0.5780
2.9903,0.5754
2.9955,0.5728
3.0007,0.5702
3.0059,0.5676
3.0111,0.5650
3.0163,0.5625
3.0216,0.5599
3.0268,0.5573
3.0320,0.5547
3.0372,0.5521
3.0424,0.5495
3.0477,0.5469
3.0529,0.5443
3.0581,0.5417
3.0633,0.5391
3.0685,0.5365
3.0738,0.5339
3.0790,0.5313
3.0842,0.5287
3.0894,0.5261
3.0946,0.5235
3.0998,0.5209
3.1051,0.5183
3.1103,0.5157
3.1155,0.5130
3.1207,0.5104
3.1259,0.5078
3.1312,0.5052
3.1364,0.5026
